"title","journal","authors","abstract","doi_link","year"
"The Tavistock’s Experiment with Puberty Blockers","      https://users.ox.ac.uk/~sfos0060/Biggs_ExperimentPubertyBlockers.pdf","Biggs, M.","Biggs, M.
(2019)
  The Tavistock’s Experiment with Puberty Blockers.
          https://users.ox.ac.uk/~sfos0060/Biggs_ExperimentPubertyBlockers.pdf","users.ox.ac.uk/~sfos0060/Biggs_ExperimentPubertyBlockers.pdf",2019
"Use of puberty blockers for gender dysphoria: a momentous step in the dark","Archives of Disease in Childhood","Richards, C., Maxwell, J., McCune, N.","Richards, C., Maxwell, J., McCune, N.
(2019)
  Use of puberty blockers for gender dysphoria: a momentous step in the dark.
    Archives of Disease in Childhood","Richards, C., Maxwell, J., McCune, N.
(2019)
  Use of puberty blockers for gender dysphoria: a momentous step in the dark.
    Archives of Disease in Childhood",2019
"Buying time or arresting development? The dilemma of administering hormone blockers in trans children and adolescents:","Porto Biomedical Journal","Giovanardi, G.","Giovanardi, G.
(2017)
  Buying time or arresting development? The dilemma of administering hormone blockers in trans children and adolescents:.
    Porto Biomedical Journal","Giovanardi, G.
(2017)
  Buying time or arresting development? The dilemma of administering hormone blockers in trans children and adolescents:.
    Porto Biomedical Journal",2017
"On the Care of Transsexuals in Finland","International Journal of Transgenderism","Pimenoff, V.","Pimenoff, V.
(2006)
  On the Care of Transsexuals in Finland.
    International Journal of Transgenderism","Pimenoff, V.
(2006)
  On the Care of Transsexuals in Finland.
    International Journal of Transgenderism",2006
"Growing Pains","      https://www.thenewatlantis.com/publications/growing-pains","Hruz, P. W.","Hruz, P. W.
()
  Growing Pains.
          https://www.thenewatlantis.com/publications/growing-pains","www.thenewatlantis.com/publications/growing-pains",NA
"Correspondence: Psychosocial Functioning in Transgender Youth after Hormones","      https://doi.org/10.1056/nejmc2302030","Biggs, Michael, Hare, D., Jorgensen, S. C. J., Thompson, P., Barker, A.","Biggs, Michael, Hare, D., Jorgensen, S. C. J., Thompson, P., Barker, A.
(2023)
  Correspondence: Psychosocial Functioning in Transgender Youth after Hormones.
          https://doi.org/10.1056/nejmc2302030","doi.org/10.1056/nejmc2302030",2023
"Letter to the Editor from Laidlaw et al: “Erythrocytosis in a Large Cohort of Transgender Men Using Testosterone: A Long-Term Follow-Up Study on Prevalence, Determinants, and Exposure Years”","The Journal of Clinical Endocrinology & Metabolism","Laidlaw, M. K., Van Mol, A., Van Meter, Q., Hansen, J. E.","Laidlaw, M. K., Van Mol, A., Van Meter, Q., Hansen, J. E.
(2021)
  Letter to the Editor from Laidlaw et al: “Erythrocytosis in a Large Cohort of Transgender Men Using Testosterone: A Long-Term Follow-Up Study on Prevalence, Determinants, and Exposure Years”.
    The Journal of Clinical Endocrinology & Metabolism","Laidlaw, M. K., Van Mol, A., Van Meter, Q., Hansen, J. E.
(2021)
  Letter to the Editor from Laidlaw et al: “Erythrocytosis in a Large Cohort of Transgender Men Using Testosterone: A Long-Term Follow-Up Study on Prevalence, Determinants, and Exposure Years”.
    The Journal of Clinical Endocrinology & Metabolism",2021
"Letter to the Editor: “Endocrine Treatment of Gender-Dysphoric/Gender-Incongruent Persons: An Endocrine Society Clinical Practice Guideline”","The Journal of Clinical Endocrinology & Metabolism","Laidlaw, M. K., Van Meter, Q. L., Hruz, P. W., Van Mol, A., Malone, W. J.","Laidlaw, M. K., Van Meter, Q. L., Hruz, P. W., Van Mol, A., Malone, W. J.
(2019)
  Letter to the Editor: “Endocrine Treatment of Gender-Dysphoric/Gender-Incongruent Persons: An Endocrine Society Clinical Practice Guideline”.
    The Journal of Clinical Endocrinology & Metabolism","Laidlaw, M. K., Van Meter, Q. L., Hruz, P. W., Van Mol, A., Malone, W. J.
(2019)
  Letter to the Editor: “Endocrine Treatment of Gender-Dysphoric/Gender-Incongruent Persons: An Endocrine Society Clinical Practice Guideline”.
    The Journal of Clinical Endocrinology & Metabolism",2019
"Gender-affirming hormone in children and adolescents","      https://blogs.bmj.com/bmjebmspotlight/2019/02/25/gender-affirming-hormone-in-children-and-adolescents-evidence-review/","Heneghan, Carl, Jefferson, Tom","Heneghan, Carl, Jefferson, Tom
(2019)
  Gender-affirming hormone in children and adolescents.
          https://blogs.bmj.com/bmjebmspotlight/2019/02/25/gender-affirming-hormone-in-children-and-adolescents-evidence-review/","blogs.bmj.com/bmjebmspotlight/2019/02/25/gender-affirming-hormone-in-children-and-adolescents-evidence-review/",2019
"Gender Identity Disorders in Childhood and Adolescence","Deutsches Ärzteblatt International","Korte, A., Goecker, D., Krude, H., Lehmkuhl, U., Grüters-Kieslich, A., Beier, K. M.","Korte, A., Goecker, D., Krude, H., Lehmkuhl, U., Grüters-Kieslich, A., Beier, K. M.
(2008)
  Gender Identity Disorders in Childhood and Adolescence.
    Deutsches Ärzteblatt International","Korte, A., Goecker, D., Krude, H., Lehmkuhl, U., Grüters-Kieslich, A., Beier, K. M.
(2008)
  Gender Identity Disorders in Childhood and Adolescence.
    Deutsches Ärzteblatt International",2008
"Nonmedical Gender-Affirming Practices in Transgender and Gender Diverse Adolescents: A Narrative Review","Transgender Health","Diana, P., Belluzzi, B., Corona, F., Barbi, E., Tornese, G.","Diana, P., Belluzzi, B., Corona, F., Barbi, E., Tornese, G.
(2026)
  Nonmedical Gender-Affirming Practices in Transgender and Gender Diverse Adolescents: A Narrative Review.
    Transgender Health","Diana, P., Belluzzi, B., Corona, F., Barbi, E., Tornese, G.
(2026)
  Nonmedical Gender-Affirming Practices in Transgender and Gender Diverse Adolescents: A Narrative Review.
    Transgender Health",2026
"Stability and Change in Gender Identity and Sexual Orientation Across Childhood and Adolescence","Monographs of the Society for Research in Child Development","deMayo, B. E., Gallagher, N. M., Leshin, R. A., Olson, K. R.","deMayo, B. E., Gallagher, N. M., Leshin, R. A., Olson, K. R.
(2025)
  Stability and Change in Gender Identity and Sexual Orientation Across Childhood and Adolescence.
    Monographs of the Society for Research in Child Development","deMayo, B. E., Gallagher, N. M., Leshin, R. A., Olson, K. R.
(2025)
  Stability and Change in Gender Identity and Sexual Orientation Across Childhood and Adolescence.
    Monographs of the Society for Research in Child Development",2025
"Is Social Gender Transition Associated with Mental Health Status in Children and Adolescents with Gender Dysphoria?","Archives of Sexual Behavior","Morandini, J. S., Kelly, A., De Graaf, N. M., Malouf, P., Guerin, E., Dar-Nimrod, I., Carmichael, P.","Morandini, J. S., Kelly, A., De Graaf, N. M., Malouf, P., Guerin, E., Dar-Nimrod, I., Carmichael, P.
(2023)
  Is Social Gender Transition Associated with Mental Health Status in Children and Adolescents with Gender Dysphoria?.
    Archives of Sexual Behavior","Morandini, J. S., Kelly, A., De Graaf, N. M., Malouf, P., Guerin, E., Dar-Nimrod, I., Carmichael, P.
(2023)
  Is Social Gender Transition Associated with Mental Health Status in Children and Adolescents with Gender Dysphoria?.
    Archives of Sexual Behavior",2023
"Gender Identity 5 Years After Social Transition","Pediatrics","Olson, K. R., Durwood, L., Horton, R., Gallagher, N. M., Devor, A.","Olson, K. R., Durwood, L., Horton, R., Gallagher, N. M., Devor, A.
(2022)
  Gender Identity 5 Years After Social Transition.
    Pediatrics","Olson, K. R., Durwood, L., Horton, R., Gallagher, N. M., Devor, A.
(2022)
  Gender Identity 5 Years After Social Transition.
    Pediatrics",2022
"Not social transition status, but peer relations and family functioning predict psychological functioning in a German clinical sample of children with Gender Dysphoria","Clinical Child Psychology and Psychiatry","Sievert, E. D., Schweizer, K., Barkmann, C., Fahrenkrug, S., Becker-Hebly, I.","Sievert, E. D., Schweizer, K., Barkmann, C., Fahrenkrug, S., Becker-Hebly, I.
(2020)
  Not social transition status, but peer relations and family functioning predict psychological functioning in a German clinical sample of children with Gender Dysphoria.
    Clinical Child Psychology and Psychiatry","Sievert, E. D., Schweizer, K., Barkmann, C., Fahrenkrug, S., Becker-Hebly, I.
(2020)
  Not social transition status, but peer relations and family functioning predict psychological functioning in a German clinical sample of children with Gender Dysphoria.
    Clinical Child Psychology and Psychiatry",2020
"Predictors and Mental Health Benefits of Chosen Name Use Among Transgender Youth","Youth & Society","Pollitt, A. M., Ioverno, S., Russell, S. T., Li, G., Grossman, A. H.","Pollitt, A. M., Ioverno, S., Russell, S. T., Li, G., Grossman, A. H.
(2019)
  Predictors and Mental Health Benefits of Chosen Name Use Among Transgender Youth.
    Youth & Society","Pollitt, A. M., Ioverno, S., Russell, S. T., Li, G., Grossman, A. H.
(2019)
  Predictors and Mental Health Benefits of Chosen Name Use Among Transgender Youth.
    Youth & Society",2019
"Childhood social gender transition and psychosocial well-being: A comparison to cisgender gender-variant children","Clinical Practice in Pediatric Psychology","Wong, W. I., van der Miesen, A. I. R., Li, T. G. F., MacMullin, L. N., VanderLaan, D. P.","Wong, W. I., van der Miesen, A. I. R., Li, T. G. F., MacMullin, L. N., VanderLaan, D. P.
(2019)
  Childhood social gender transition and psychosocial well-being: A comparison to cisgender gender-variant children.
    Clinical Practice in Pediatric Psychology","Wong, W. I., van der Miesen, A. I. R., Li, T. G. F., MacMullin, L. N., VanderLaan, D. P.
(2019)
  Childhood social gender transition and psychosocial well-being: A comparison to cisgender gender-variant children.
    Clinical Practice in Pediatric Psychology",2019
"Chosen Name Use Is Linked to Reduced Depressive Symptoms, Suicidal Ideation, and Suicidal Behavior Among Transgender Youth","The Journal of Adolescent Health: Official Publication of the Society for Adolescent Medicine","Russell, S. T., Pollitt, A. M., Li, G., Grossman, A. H.","Russell, S. T., Pollitt, A. M., Li, G., Grossman, A. H.
(2018)
  Chosen Name Use Is Linked to Reduced Depressive Symptoms, Suicidal Ideation, and Suicidal Behavior Among Transgender Youth.
    The Journal of Adolescent Health: Official Publication of the Society for Adolescent Medicine","Russell, S. T., Pollitt, A. M., Li, G., Grossman, A. H.
(2018)
  Chosen Name Use Is Linked to Reduced Depressive Symptoms, Suicidal Ideation, and Suicidal Behavior Among Transgender Youth.
    The Journal of Adolescent Health: Official Publication of the Society for Adolescent Medicine",2018
"Mental Health and Self-Worth in Socially Transitioned Transgender Youth","Journal of the American Academy of Child & Adolescent Psychiatry","Durwood, L., McLaughlin, K. A., Olson, K. R.","Durwood, L., McLaughlin, K. A., Olson, K. R.
(2017)
  Mental Health and Self-Worth in Socially Transitioned Transgender Youth.
    Journal of the American Academy of Child & Adolescent Psychiatry","Durwood, L., McLaughlin, K. A., Olson, K. R.
(2017)
  Mental Health and Self-Worth in Socially Transitioned Transgender Youth.
    Journal of the American Academy of Child & Adolescent Psychiatry",2017
"Health impact of chest binding among transgender adults: a community-engaged, cross-sectional study","Culture, Health & Sexuality","Peitzmeier, S., Gardner, I., Weinand, J., Corbet, A., Acevedo, K.","Peitzmeier, S., Gardner, I., Weinand, J., Corbet, A., Acevedo, K.
(2017)
  Health impact of chest binding among transgender adults: a community-engaged, cross-sectional study.
    Culture, Health & Sexuality","Peitzmeier, S., Gardner, I., Weinand, J., Corbet, A., Acevedo, K.
(2017)
  Health impact of chest binding among transgender adults: a community-engaged, cross-sectional study.
    Culture, Health & Sexuality",2017
"P257 Understanding the effects on lung function of chest binder use in the transgender population","Thorax","Cumming, R., Sylvester, K., Fuld, J.","Cumming, R., Sylvester, K., Fuld, J.
(2016)
  P257 Understanding the effects on lung function of chest binder use in the transgender population.
    Thorax","Cumming, R., Sylvester, K., Fuld, J.
(2016)
  P257 Understanding the effects on lung function of chest binder use in the transgender population.
    Thorax",2016
"Mental Health of Transgender Children Who Are Supported in Their Identities","Pediatrics","Olson, K. R., Durwood, L., DeMeules, M., McLaughlin, K. A.","Olson, K. R., Durwood, L., DeMeules, M., McLaughlin, K. A.
(2016)
  Mental Health of Transgender Children Who Are Supported in Their Identities.
    Pediatrics","Olson, K. R., Durwood, L., DeMeules, M., McLaughlin, K. A.
(2016)
  Mental Health of Transgender Children Who Are Supported in Their Identities.
    Pediatrics",2016
"Factors Associated With Desistence and Persistence of Childhood Gender Dysphoria: A Quantitative Follow-Up Study","Journal of the American Academy of Child & Adolescent Psychiatry","Steensma, T. D., McGuire, J. K., Kreukels, B. P., Beekman, A. J., Cohen-Kettenis, P. T.","Steensma, T. D., McGuire, J. K., Kreukels, B. P., Beekman, A. J., Cohen-Kettenis, P. T.
(2013)
  Factors Associated With Desistence and Persistence of Childhood Gender Dysphoria: A Quantitative Follow-Up Study.
    Journal of the American Academy of Child & Adolescent Psychiatry","Steensma, T. D., McGuire, J. K., Kreukels, B. P., Beekman, A. J., Cohen-Kettenis, P. T.
(2013)
  Factors Associated With Desistence and Persistence of Childhood Gender Dysphoria: A Quantitative Follow-Up Study.
    Journal of the American Academy of Child & Adolescent Psychiatry",2013
"Clinical management of gender dysphoria in children and adolescents: the Dutch approach","Journal of Homosexuality","de Vries, A. L. C., Cohen-Kettenis, P. T.","de Vries, A. L. C., Cohen-Kettenis, P. T.
(2012)
  Clinical management of gender dysphoria in children and adolescents: the Dutch approach.
    Journal of Homosexuality","de Vries, A. L. C., Cohen-Kettenis, P. T.
(2012)
  Clinical management of gender dysphoria in children and adolescents: the Dutch approach.
    Journal of Homosexuality",2012
"Gender Transitioning before Puberty?","Archives of Sexual Behavior","Steensma, T. D., Cohen-Kettenis, P. T.","Steensma, T. D., Cohen-Kettenis, P. T.
(2011)
  Gender Transitioning before Puberty?.
    Archives of Sexual Behavior","Steensma, T. D., Cohen-Kettenis, P. T.
(2011)
  Gender Transitioning before Puberty?.
    Archives of Sexual Behavior",2011
"Three decades of ‘Dutch Protocol’ research has not produced reliable evidence","European Journal of Developmental Psychology","McDeavitt, K., Cohn, J.","McDeavitt, K., Cohn, J.
(2026)
  Three decades of ‘Dutch Protocol’ research has not produced reliable evidence.
    European Journal of Developmental Psychology","McDeavitt, K., Cohn, J.
(2026)
  Three decades of ‘Dutch Protocol’ research has not produced reliable evidence.
    European Journal of Developmental Psychology",2026
"Gender-affirming care for transgender and gender-diverse youth in Oregon: trends over time","Research Connections","Gray, M., Blalock, K., Kappesser, K., Corman, J., Leichtling, G.","Gray, M., Blalock, K., Kappesser, K., Corman, J., Leichtling, G.
(2026)
  Gender-affirming care for transgender and gender-diverse youth in Oregon: trends over time.
    Research Connections","Gray, M., Blalock, K., Kappesser, K., Corman, J., Leichtling, G.
(2026)
  Gender-affirming care for transgender and gender-diverse youth in Oregon: trends over time.
    Research Connections",2026
"Gender-Related Care and Spending Among Youth in Medicaid and Children’s Health Insurance Program","JAMA Pediatrics","Maeda, J. L. K.","Maeda, J. L. K.
(2026)
  Gender-Related Care and Spending Among Youth in Medicaid and Children’s Health Insurance Program.
    JAMA Pediatrics","Maeda, J. L. K.
(2026)
  Gender-Related Care and Spending Among Youth in Medicaid and Children’s Health Insurance Program.
    JAMA Pediatrics",2026
"The Dutch approach for transgender adolescents; past, present and future perspectives","European Journal of Developmental Psychology","de Vries, A. L., Steensma, T. D., Kreukels, B. P., Van De Grift, T. C., Van Mello, N. M., Hannema, S. E.","de Vries, A. L., Steensma, T. D., Kreukels, B. P., Van De Grift, T. C., Van Mello, N. M., Hannema, S. E.
(2026)
  The Dutch approach for transgender adolescents; past, present and future perspectives.
    European Journal of Developmental Psychology","de Vries, A. L., Steensma, T. D., Kreukels, B. P., Van De Grift, T. C., Van Mello, N. M., Hannema, S. E.
(2026)
  The Dutch approach for transgender adolescents; past, present and future perspectives.
    European Journal of Developmental Psychology",2026
